source name	characteristics[organism]	characteristics[disease]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	technology type	assay name	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	20160202_alr_CompleteHumanProteome_K562_LysN_ETD_fr18_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	20160202_alr_CompleteHumanProteome_K562_LysN_ETD_fr19_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	20160202_alr_CompleteHumanProteome_K562_LysN_ETD_fr2_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	20160202_alr_CompleteHumanProteome_K562_LysN_ETD_fr20_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	20160202_alr_CompleteHumanProteome_K562_LysN_ETD_fr21_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	20160202_alr_CompleteHumanProteome_K562_LysN_ETD_fr22_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	20160202_alr_CompleteHumanProteome_K562_LysN_ETD_fr23_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	20160202_alr_CompleteHumanProteome_K562_LysN_ETD_fr24_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	20160202_alr_CompleteHumanProteome_K562_LysN_ETD_fr25_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	20160202_alr_CompleteHumanProteome_K562_LysN_ETD_fr26_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	20160202_alr_CompleteHumanProteome_K562_LysN_ETD_fr27_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	20160202_alr_CompleteHumanProteome_K562_LysN_ETD_fr28_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	20160202_alr_CompleteHumanProteome_K562_LysN_ETD_fr29_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	20160202_alr_CompleteHumanProteome_K562_LysN_ETD_fr3_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	20160202_alr_CompleteHumanProteome_K562_LysN_ETD_fr30_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	20160202_alr_CompleteHumanProteome_K562_LysN_ETD_fr31_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	20160202_alr_CompleteHumanProteome_K562_LysN_ETD_fr32_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	20160202_alr_CompleteHumanProteome_K562_LysN_ETD_fr4_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	20160202_alr_CompleteHumanProteome_K562_LysN_ETD_fr5_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	20160202_alr_CompleteHumanProteome_K562_LysN_ETD_fr6_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	20160202_alr_CompleteHumanProteome_K562_LysN_ETD_fr7_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	20160202_alr_CompleteHumanProteome_K562_LysN_ETD_fr8_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	20160202_alr_CompleteHumanProteome_K562_LysN_ETD_fr9_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	ETD_hES_LysN_1_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	ETD_hES_LysN_10_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	ETD_hES_LysN_11_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	ETD_hES_LysN_12_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	ETD_hES_LysN_13_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	ETD_hES_LysN_14_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	ETD_hES_LysN_15_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	ETD_hES_LysN_16_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	ETD_hES_LysN_17_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	ETD_hES_LysN_18_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	ETD_hES_LysN_19_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	ETD_hES_LysN_2_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	ETD_hES_LysN_20_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	ETD_hES_LysN_21_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	ETD_hES_LysN_3_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	ETD_hES_LysN_4_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	ETD_hES_LysN_5_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	ETD_hES_LysN_6_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	ETD_hES_LysN_7_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	ETD_hES_LysN_8_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
not available	Homo sapiens	not available	not available	not available	not available	not available	not available	ETD_hES_LysN_9_sub.mzML		not available	not available	NT=Model N/A	40.0 ppm	400.0 ppm	NT=Lys-N;CS=(?=[K])	NT=Oxidation;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Carbamidomethyl;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146
